Date/Time,Total_Demand_kWh,Aircon_kWh,Plugs_kWh,Lighting_kWh,Other_kWh
2/01/2024 18:00,0.018,0.009505,0.006541,0.000609,0.001345
2/01/2024 19:00,0.018,0.008571,0.007626,0.000884,0.000919
2/01/2024 20:00,0.019,0.007652,0.00935,0.001476,0.000521
2/01/2024 21:00,0.018,0.006477,0.009566,0.001706,0.000251
2/01/2024 22:00,0.018,0.006077,0.010034,0.001656,0.000233
2/01/2024 23:00,0.019,0.005699,0.011468,0.00153,0.000303
3/01/2024 0:00,0.018,0.004909,0.011486,0.001282,0.000323
3/01/2024 1:00,0.018,0.004651,0.011739,0.001263,0.000347
3/01/2024 2:00,0.018,0.004598,0.011745,0.001288,0.000369
3/01/2024 3:00,0.018,0.004442,0.011849,0.001316,0.000393
3/01/2024 4:00,0.018,0.003999,0.012212,0.001363,0.000426
3/01/2024 5:00,0.019,0.003789,0.013098,0.00164,0.000473
3/01/2024 6:00,0.018,0.003369,0.012153,0.002028,0.000449
3/01/2024 7:00,0.018,0.003889,0.012054,0.001617,0.000441
3/01/2024 8:00,0.018,0.004387,0.011718,0.001353,0.000541
3/01/2024 9:00,0.019,0.00564,0.011501,0.001136,0.000724
3/01/2024 10:00,0.018,0.006475,0.009911,0.00093,0.000684
3/01/2024 11:00,0.018,0.007475,0.008941,0.000835,0.000749
3/01/2024 12:00,0.018,0.008328,0.008276,0.000701,0.000695
